src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts 
192.168.1.155,8.8.8.8,16126,53,17,2026-07-05 19:23:22,0.029958,6108.551972761867,100.1401962747847,66.76013084985647,33.38006542492823,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.014979,0.029958,0.0,0.014979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.51,8.8.8.8,21263,53,17,2026-07-05 19:23:22,0.025727,7113.149609359816,116.6090099895052,77.73933999300345,38.86966999650173,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0128635,0.025727,0.0,0.0128635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.247,8.8.8.8,51119,53,17,2026-07-05 19:23:22,0.025163,7272.582760402177,119.22266820331438,79.48177880220959,39.740889401104795,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0125815,0.025163,0.0,0.0125815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.80,8.8.8.8,28447,53,17,2026-07-05 19:23:22,0.022191,8246.586453967826,135.189941868325,90.12662791221666,45.06331395610833,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0110955,0.022191,0.0,0.0110955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.171,8.8.8.8,45840,53,17,2026-07-05 19:23:22,0.016371,11178.30309693971,183.2508704416346,122.16724696108973,61.083623480544865,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0081855,0.016371,0.0,0.0081855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.171,8.8.8.8,35050,53,17,2026-07-05 19:23:22,0.01712,10689.252336448599,175.2336448598131,116.82242990654206,58.41121495327103,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.00856,0.01712,0.0,0.00856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.41,8.8.8.8,47702,53,17,2026-07-05 19:23:22,0.016196,11299.086194122006,185.23092121511485,123.48728081007657,61.743640405038285,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.008098,0.016196,0.0,0.008098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.109,8.8.8.8,5433,53,17,2026-07-05 19:23:22,0.01304,14033.742331288344,230.06134969325154,153.37423312883436,76.68711656441718,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.00652,0.01304,0.0,0.00652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.2,8.8.8.8,2597,53,17,2026-07-05 19:23:22,0.017834,10261.298643041382,168.218010541662,112.145340361108,56.072670180554,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.008917,0.017834,0.0,0.008917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.121,8.8.8.8,51026,53,17,2026-07-05 19:23:22,0.028277,6471.690773420094,106.09329136754252,70.72886091169502,35.36443045584751,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0141385,0.028277,0.0,0.0141385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.240,8.8.8.8,1754,53,17,2026-07-05 19:23:22,0.010357,17669.209230472145,289.65916771265813,193.10611180843873,96.55305590421936,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0051785,0.010357,0.0,0.0051785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.113,8.8.8.8,19569,53,17,2026-07-05 19:23:22,0.02226,8221.024258760108,134.77088948787062,89.84725965858041,44.923629829290206,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.01113,0.02226,0.0,0.01113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.169,8.8.8.8,45711,53,17,2026-07-05 19:23:22,0.019299,9482.356598787503,155.448468832582,103.63231255505467,51.816156277527334,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0096495,0.019299,0.0,0.0096495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.172,8.8.8.8,3057,53,17,2026-07-05 19:23:22,0.020005,9147.713071732067,149.96250937265685,99.9750062484379,49.98750312421895,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0100025,0.020005,0.0,0.0100025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.31,8.8.8.8,41228,53,17,2026-07-05 19:23:22,0.013771,13288.79529445937,217.84910318785853,145.23273545857236,72.61636772928618,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0068855,0.013771,0.0,0.0068855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.112,8.8.8.8,12403,53,17,2026-07-05 19:23:22,0.029424,6219.412724306689,101.95758564437195,67.97172376291464,33.98586188145732,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.014712,0.029424,0.0,0.014712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.90,8.8.8.8,49075,53,17,2026-07-05 19:23:22,0.021127,8661.90183177924,141.99839068490556,94.66559378993705,47.332796894968524,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0105635,0.021127,0.0,0.0105635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.69,8.8.8.8,38327,53,17,2026-07-05 19:23:22,0.018197,10056.602736714842,164.86233994614494,109.90822663076331,54.954113315381655,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0090985,0.018197,0.0,0.0090985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.90,8.8.8.8,58426,53,17,2026-07-05 19:23:22,0.013738,13320.716261464551,218.37239772892707,145.58159848595136,72.79079924297568,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.006869,0.013738,0.0,0.006869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.127,8.8.8.8,22636,53,17,2026-07-05 19:23:22,0.019516,9376.92150030744,153.72002459520394,102.48001639680263,51.24000819840131,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.009758,0.019516,0.0,0.009758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.228,8.8.8.8,6529,53,17,2026-07-05 19:23:22,0.022446,8152.900294039026,133.65410318096764,89.10273545397844,44.55136772698922,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.011223,0.022446,0.0,0.011223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.175,8.8.8.8,18844,53,17,2026-07-05 19:23:22,0.019197,9532.739490545398,156.2744178777934,104.18294525186228,52.09147262593114,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0095985,0.019197,0.0,0.0095985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.39,8.8.8.8,30639,53,17,2026-07-05 19:23:22,0.019346,9459.319756021918,155.07081567249045,103.3805437816603,51.69027189083015,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.009673,0.019346,0.0,0.009673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.67,8.8.8.8,59840,53,17,2026-07-05 19:23:22,0.028306,6465.060411220235,105.98459690524976,70.65639793683317,35.32819896841659,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.014153,0.028306,0.0,0.014153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.22,8.8.8.8,30449,53,17,2026-07-05 19:23:22,0.014054,13021.203927707415,213.46235947061334,142.30823964707557,71.15411982353778,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.007027,0.014054,0.0,0.007027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.70,8.8.8.8,25872,53,17,2026-07-05 19:23:22,0.017446,10489.51048951049,171.95918835263097,114.63945890175398,57.31972945087699,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.008723,0.017446,0.0,0.008723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.88,8.8.8.8,48223,53,17,2026-07-05 19:23:22,0.019012,9625.499684409846,157.79507679360404,105.19671786240269,52.598358931201346,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.009506,0.019012,0.0,0.009506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.180,8.8.8.8,8893,53,17,2026-07-05 19:23:22,0.019973,9162.369198417864,150.20277374455515,100.13518249637009,50.067591248185046,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0099865,0.019973,0.0,0.0099865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.19,8.8.8.8,28069,53,17,2026-07-05 19:23:22,0.029913,6117.741450205596,100.29084344599339,66.86056229732893,33.43028114866446,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0149565,0.029913,0.0,0.0149565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.91,8.8.8.8,24968,53,17,2026-07-05 19:23:22,0.022198,8243.985944679702,135.14731056851969,90.0982070456798,45.0491035228399,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.011099,0.022198,0.0,0.011099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.21,8.8.8.8,57486,53,17,2026-07-05 19:23:22,0.011898,15380.736258194655,252.14321734745334,168.09547823163555,84.04773911581778,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.005949,0.011898,0.0,0.005949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.13,8.8.8.8,63793,53,17,2026-07-05 19:23:22,0.016151,11330.567766701753,185.7470125688812,123.83134171258746,61.91567085629373,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0080755,0.016151,0.0,0.0080755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.183,8.8.8.8,65506,53,17,2026-07-05 19:23:22,0.020288,9020.110410094638,147.87066246056781,98.58044164037855,49.290220820189276,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.010144,0.020288,0.0,0.010144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.101,8.8.8.8,34091,53,17,2026-07-05 19:23:22,0.020944,8737.585943468295,143.23911382734912,95.49274255156608,47.74637127578304,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.010472,0.020944,0.0,0.010472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.174,8.8.8.8,36896,53,17,2026-07-05 19:23:22,0.029219,6263.048016701462,102.67291830658134,68.44861220438756,34.22430610219378,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0146095,0.029219,0.0,0.0146095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.39,8.8.8.8,15390,53,17,2026-07-05 19:23:22,0.028359,6452.977890616736,105.78652279699567,70.52434853133045,35.26217426566522,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0141795,0.028359,0.0,0.0141795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.79,8.8.8.8,53603,53,17,2026-07-05 19:23:22,0.015053,12157.045107287584,199.295821430944,132.86388095396265,66.43194047698132,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0075265,0.015053,0.0,0.0075265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.234,8.8.8.8,1348,53,17,2026-07-05 19:23:22,0.029312,6243.176855895196,102.3471615720524,68.23144104803494,34.11572052401747,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.014656,0.029312,0.0,0.014656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.95,8.8.8.8,32675,53,17,2026-07-05 19:23:22,0.016887,10836.738319417304,177.65144785930005,118.43429857286671,59.217149286433354,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0084435,0.016887,0.0,0.0084435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.57,8.8.8.8,53859,53,17,2026-07-05 19:23:22,0.027872,6565.72904707233,107.63490241102181,71.75660160734787,35.87830080367394,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.013936,0.027872,0.0,0.013936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.30,8.8.8.8,46490,53,17,2026-07-05 19:23:22,0.017208,10634.588563458856,174.33751743375174,116.22501162250116,58.11250581125058,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.008604,0.017208,0.0,0.008604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.124,8.8.8.8,48666,53,17,2026-07-05 19:23:22,0.01112,16456.8345323741,269.7841726618705,179.85611510791367,89.92805755395683,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.00556,0.01112,0.0,0.00556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.221,8.8.8.8,41153,53,17,2026-07-05 19:23:22,0.023364,7832.56291730868,128.40267077555214,85.60178051703475,42.80089025851738,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.011682,0.023364,0.0,0.011682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.252,8.8.8.8,45952,53,17,2026-07-05 19:23:22,0.015871,11530.464368974861,189.0240060487682,126.01600403251213,63.008002016256064,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0079355,0.015871,0.0,0.0079355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.190,8.8.8.8,4110,53,17,2026-07-05 19:23:22,0.014526,12598.099958694753,206.52622883106153,137.68415255404102,68.84207627702051,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.007263,0.014526,0.0,0.007263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.61,8.8.8.8,63418,53,17,2026-07-05 19:23:22,0.019974,9161.910483628719,150.19525382997898,100.13016921998599,50.065084609992994,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.009987,0.019974,0.0,0.009987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.15,8.8.8.8,20381,53,17,2026-07-05 19:23:22,0.022904,7989.870764931889,130.9814879497031,87.32099196646874,43.66049598323437,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.011452,0.022904,0.0,0.011452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.199,8.8.8.8,21877,53,17,2026-07-05 19:23:22,0.01241,14746.172441579372,241.74053182917004,161.16035455278003,80.58017727639002,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.006205,0.01241,0.0,0.006205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.209,8.8.8.8,33986,53,17,2026-07-05 19:23:22,0.023572,7763.448158832513,127.269641948074,84.84642796538266,42.42321398269133,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.011786,0.023572,0.0,0.011786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.211,8.8.8.8,16619,53,17,2026-07-05 19:23:22,0.018435,9926.769731489016,162.73393002441009,108.48928668294006,54.24464334147003,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0092175,0.018435,0.0,0.0092175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.1.148,8.8.8.8,2708,53,17,2026-07-05 19:23:22,0.023547,7771.69066123073,127.4047649382087,84.9365099588058,42.4682549794029,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0117735,0.023547,0.0,0.0117735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.46,8.8.8.8,57790,53,17,2026-07-05 19:23:22,0.027401,6678.588372687129,109.48505528995292,72.99003685996861,36.495018429984306,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.0137005,0.027401,0.0,0.0137005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
192.168.2.129,8.8.8.8,45821,53,17,2026-07-05 19:23:22,0.018712,9779.820436083797,160.3249251817016,106.88328345446773,53.441641727233865,2,1,122,61,61,61,61.0,0.0,61,61,61.0,0.0,61,61,61.0,0.0,0.0,40,20,20,2,0.009356,0.018712,0.0,0.009356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,61.0,0,2,1,122,61
